Ig Inq,Tipo Procedimento,Situação Instauracao ,Tipo Elucidação,Data Instauração,Data Remessa,Desc Fato,Tipo Fato,Tipo Particip,Idade Participante,Sexo,Genero,Estado Civil,Instrucao,Cor Cadastro,Cor Autodeclarada,Med Protetiva,Qtde Vit Domest Sexoougenero
7734177,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",23/9/2015,20/10/2023,LESAO CORPORAL,Consumado,Acusado(a),61,Masculino,,Casado(a),Ensino fundamental,Branca,Branca,Não se aplica,1
7743547,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",30/9/2015,20/10/2023,LESAO CORPORAL,Consumado,Acusado(a),40,Masculino,,Amigado(a),Ensino fundamental,Branca,Branca,Não se aplica,1
8095454,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",20/6/2016,20/10/2023,AMEACA,Consumado,Acusado(a),54,Masculino,,Casado(a),Não informado,Branca,,Não se aplica,1
8280416,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",17/11/2016,20/10/2023,LESAO CORPORAL,Consumado,Acusado(a),37,Feminino,,Casado(a),Ensino fundamental,Branca,Branca,Não se aplica,1
8316499,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",15/12/2016,20/10/2023,ABANDONO DE INCAPAZ,Consumado,Acusado(a),30,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
9683158,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",10/1/2020,20/10/2023,ABANDONO MATERIAL,Consumado,Suspeito(a),71,Masculino,Masculino,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
9772114,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",31/3/2020,20/10/2023,AMEACA,Consumado,Suspeito(a),50,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
9790089,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",23/4/2020,20/10/2023,AMEACA,Consumado,Suspeito(a),32,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
9800169,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",6/5/2020,20/10/2023,VIAS DE FATO,Consumado,Suspeito(a),36,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
9922693,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",4/9/2020,20/10/2023,INJURIA,Consumado,Suspeito(a),34,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
9931152,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",15/9/2020,20/10/2023,AMEACA,Consumado,Suspeito(a),46,Masculino,,Casado(a),Ensino fundamental,Branca,Branca,Não se aplica,1
9974586,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",22/10/2020,20/10/2023,VIAS DE FATO,Consumado,Suspeito(a),27,Masculino,,Solteiro(a),Ensino fundamental,Mulato,,Não se aplica,1
10317805,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",6/9/2021,20/10/2023,AMEACA,Consumado,Suspeito(a),40,Masculino,,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
10355443,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",13/10/2021,20/10/2023,ESTELIONATO,Consumado,Suspeito(a),35,Masculino,,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
10530205,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",21/3/2022,20/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),39,Masculino,,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
10589579,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",16/5/2022,20/10/2023,ESTUPRO DE VULNERAVEL,Consumado,Suspeito(a),27,Masculino,Masculino,Solteiro(a),Ensino médio,Preta,Preta,Não se aplica,1
10689755,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",19/8/2022,20/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),37,Masculino,,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
10693865,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",23/8/2022,20/10/2023,AMEACA,Consumado,Suspeito(a),27,Masculino,,Solteiro(a),Ensino fundamental,Preta,Preta,Não se aplica,1
10693865,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",23/8/2022,20/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),27,Masculino,Masculino,Solteiro(a),Ensino fundamental,Preta,Preta,Não se aplica,1
10695954,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",25/8/2022,20/10/2023,APROPRIACAO INDEB BEM DE IDOSO,Consumado,Suspeito(a),53,Masculino,Masculino,Casado(a),Ensino médio,Parda,Parda,Não se aplica,1
10711389,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",9/9/2022,20/10/2023,OUTROS CRIMES - ECA,Consumado,Suspeito(a),60,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
10716676,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",14/9/2022,20/10/2023,VIOLENCIA PSICOL CONTRA MULHER,Consumado,Suspeito(a),18,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
10745061,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",13/10/2022,20/10/2023,INJURIA,Consumado,Suspeito(a),30,Masculino,Masculino,Casado(a),Ensino superior,Branca,Branca,Não se aplica,1
10764520,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",31/10/2022,20/10/2023,INJURIA,Consumado,Suspeito(a),19,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10788050,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",23/11/2022,20/10/2023,AMEACA,Consumado,Suspeito(a),35,Masculino,Masculino,Solteiro(a),Ensino fundamental,Preta,Preta,Não se aplica,1
10788575,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",23/11/2022,20/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),29,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
10798882,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",5/12/2022,20/10/2023,AMEACA,Consumado,Suspeito(a),35,Masculino,Masculino,Não informado,Não informado,Branca,,Não se aplica,1
10816213,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",20/12/2022,20/10/2023,AMEACA,Consumado,Suspeito(a),42,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10816250,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",20/12/2022,20/10/2023,AMEACA,Consumado,Suspeito(a),20,Masculino,Masculino,Solteiro(a),Ensino fundamental,Preta,Preta,Não se aplica,1
10834316,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",5/1/2023,20/10/2023,AMEACA,Consumado,Suspeito(a),34,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
10863777,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",1/2/2023,20/10/2023,AMEACA,Consumado,Suspeito(a),26,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10899402,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",7/3/2023,20/10/2023,AMEACA,Consumado,Suspeito(a),33,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
10899402,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",7/3/2023,20/10/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),33,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
10905054,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",13/3/2023,20/10/2023,AMEACA,Consumado,Suspeito(a),47,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
10928643,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",30/3/2023,20/10/2023,PERTURBACAO DO TRAB OU SOSSEGO ALHEIOS,Consumado,Suspeito(a),23,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10932914,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",3/4/2023,20/10/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),37,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10948804,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",17/4/2023,20/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),26,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10984653,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",19/5/2023,20/10/2023,AMEACA,Consumado,Suspeito(a),32,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
10984653,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",19/5/2023,20/10/2023,AMEACA,Consumado,Suspeito(a),40,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
10984653,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",19/5/2023,20/10/2023,AMEACA,Consumado,Suspeito(a),43,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
10984653,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",19/5/2023,20/10/2023,AMEACA,Consumado,Suspeito(a),64,Masculino,Masculino,Casado(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11001478,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",5/6/2023,20/10/2023,PERSEGUICAO,Consumado,Suspeito(a),34,Masculino,Masculino,Não informado,Não informado,,,Não se aplica,1
11012019,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",14/6/2023,20/10/2023,AMEACA,Consumado,Suspeito(a),36,Masculino,Masculino,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
11012169,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",14/6/2023,20/10/2023,AMEACA,Consumado,Suspeito(a),25,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11013109,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",15/6/2023,20/10/2023,AMEACA,Consumado,Suspeito(a),33,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11013111,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",15/6/2023,20/10/2023,AMEACA,Consumado,Suspeito(a),20,Masculino,Masculino,Solteiro(a),Ensino fundamental,Preta,Preta,Não se aplica,1
11013127,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",15/6/2023,20/10/2023,AMEACA,Consumado,Suspeito(a),42,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11024580,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",26/6/2023,20/10/2023,AMEACA,Consumado,Suspeito(a),48,Masculino,Masculino,Casado(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11029340,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",29/6/2023,20/10/2023,AMEACA,Consumado,Suspeito(a),42,Masculino,Masculino,Amigado(a),Ensino médio,Branca,Branca,Não se aplica,1
11040960,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",10/7/2023,20/10/2023,AMEACA,Consumado,Suspeito(a),25,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11041840,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",10/7/2023,20/10/2023,AMEACA,Consumado,Suspeito(a),32,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
11041854,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",10/7/2023,20/10/2023,VIOLENCIA PSICOL CONTRA MULHER,Consumado,Suspeito(a),31,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
11047618,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",14/7/2023,20/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),28,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11065276,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",31/7/2023,20/10/2023,INJURIA,Consumado,Suspeito(a),54,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
11065304,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",31/7/2023,20/10/2023,AMEACA,Consumado,Suspeito(a),29,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11073189,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",7/8/2023,20/10/2023,VIAS DE FATO,Consumado,Suspeito(a),45,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
11079336,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",14/8/2023,20/10/2023,ESTUPRO DE VULNERAVEL,Consumado,Suspeito(a),44,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11097340,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",29/8/2023,20/10/2023,VIOLENCIA PSICOL CONTRA MULHER,Consumado,Suspeito(a),40,Masculino,Masculino,Casado(a),Ensino médio,Branca,Branca,Não se aplica,1
11097486,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",29/8/2023,20/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),35,Masculino,Masculino,Amigado(a),Outros,Branca,Branca,Não se aplica,1
11097592,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",29/8/2023,20/10/2023,VIAS DE FATO,Consumado,Suspeito(a),20,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11097719,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",29/8/2023,20/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),21,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11100081,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",31/8/2023,20/10/2023,VIOLENCIA PSICOL CONTRA MULHER,Consumado,Suspeito(a),48,Masculino,Masculino,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
11103156,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",4/9/2023,20/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),32,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
11119890,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",19/9/2023,20/10/2023,PERSEGUICAO,Consumado,Suspeito(a),26,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11129153,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",28/9/2023,20/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),26,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11129628,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",29/9/2023,20/10/2023,VIAS DE FATO,Consumado,Suspeito(a),44,Masculino,Masculino,Casado(a),Ensino médio,Branca,Branca,Não se aplica,1
11137167,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",5/10/2023,20/10/2023,LESAO CORPORAL LEVE,Consumado,Suspeito(a),34,Masculino,Masculino,Solteiro(a),Outros,Mulato,,Não se aplica,1
11137167,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",5/10/2023,20/10/2023,LESAO CORPORAL LEVE,Consumado,Suspeito(a),45,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
11138626,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",9/10/2023,20/10/2023,POSSE IRREG ARMA FOGO PERMITID,Consumado,Suspeito(a),36,Masculino,Masculino,Divorciado(a),Ensino médio,Branca,Branca,Não se aplica,1
11139101,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",9/10/2023,20/10/2023,PERSEGUICAO,Consumado,Suspeito(a),45,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11139205,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",9/10/2023,20/10/2023,AMEACA,Consumado,Suspeito(a),46,Masculino,Masculino,Solteiro(a),Ensino fundamental,Mulato,,Não se aplica,1
11139745,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",9/10/2023,20/10/2023,VIAS DE FATO,Consumado,Suspeito(a),62,Masculino,Masculino,Casado(a),Ensino fundamental,Branca,Branca,Não se aplica,2
11144168,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",16/10/2023,20/10/2023,AMEACA,Consumado,Suspeito(a),46,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11145749,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",17/10/2023,20/10/2023,AMEACA,Consumado,Suspeito(a),23,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11145860,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",17/10/2023,20/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),43,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
11145876,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",17/10/2023,20/10/2023,AMEACA,Consumado,Suspeito(a),36,Masculino,Feminino,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
11145900,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",17/10/2023,20/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),44,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
11146153,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",17/10/2023,20/10/2023,VIAS DE FATO,Consumado,Suspeito(a),60,Masculino,Masculino,Amigado(a),Outros,Branca,Branca,Não se aplica,1
11146213,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",17/10/2023,20/10/2023,VIAS DE FATO,Consumado,Suspeito(a),22,Masculino,Masculino,Solteiro(a),Ensino fundamental,Preta,Preta,Não se aplica,1
11147505,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",18/10/2023,20/10/2023,VIAS DE FATO,Consumado,Suspeito(a),34,Masculino,Masculino,Casado(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11147827,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",18/10/2023,20/10/2023,AMEACA,Consumado,Suspeito(a),33,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11149880,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",19/10/2023,20/10/2023,VIOLENCIA PSICOL CONTRA MULHER,Consumado,Suspeito(a),43,Masculino,Masculino,Amigado(a),Outros,Branca,Branca,Não se aplica,1
11150251,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",20/10/2023,20/10/2023,AMEACA,Consumado,Suspeito(a),41,Masculino,Masculino,Casado(a),Ensino médio,Branca,Branca,Não se aplica,1
11150257,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",20/10/2023,20/10/2023,AMEACA,Consumado,Suspeito(a),43,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
11150283,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",20/10/2023,20/10/2023,AMEACA,Consumado,Suspeito(a),22,Masculino,Masculino,Solteiro(a),Ensino fundamental,Parda,Parda,Não se aplica,1
11150691,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",20/10/2023,20/10/2023,AMEACA,Consumado,Suspeito(a),55,Masculino,Masculino,Amigado(a),Outros,Branca,Branca,Não se aplica,1
10868754,Inquérito,Instaurado e Remetido,Não Elucidado,7/2/2023,20/10/2023,OUTROS CRIMES,Consumado,Suspeito(a),45,Masculino,Masculino,Não informado,Não informado,,,Não se aplica,1
11075910,Inquérito,Instaurado e Remetido,Não Elucidado,9/8/2023,20/10/2023,AMEACA,Consumado,Suspeito(a),57,Masculino,Masculino,Solteiro(a),Ensino superior,Parda,Parda,Não se aplica,1
11151640,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",21/10/2023,21/10/2023,AMEACA,Consumado,Suspeito(a),29,Masculino,Masculino,Casado(a),Ensino fundamental,Preta,Preta,Não se aplica,1
11059051,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",25/7/2023,22/10/2023,MAUS TRATOS,Consumado,Suspeito(a),26,Feminino,Feminino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
11059051,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",25/7/2023,22/10/2023,MAUS TRATOS,Consumado,Suspeito(a),26,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
11090535,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",23/8/2023,22/10/2023,AMEACA,Consumado,Suspeito(a),32,Masculino,Masculino,Amigado(a),Outros,Branca,Branca,Não se aplica,1
11121792,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",22/9/2023,22/10/2023,AMEACA,Consumado,Suspeito(a),45,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
9477619,Inquérito,Instaurado e Remetido,Elucidado,17/7/2019,23/10/2023,LESAO CORPORAL,Consumado,Acusado(a),32,Masculino,,Casado(a),Ensino superior,Branca,Branca,Não se aplica,1
10023691,Inquérito,Instaurado e Remetido,Elucidado,4/12/2020,23/10/2023,ESTUPRO,Consumado,Suspeito(a),27,Masculino,,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10033858,Inquérito,Instaurado e Remetido,Elucidado,14/12/2020,23/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),22,Masculino,Masculino,Solteiro(a),Ensino médio,Preta,Preta,Não se aplica,1
10051348,Inquérito,Instaurado e Remetido,Elucidado,31/12/2020,23/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),19,Masculino,Masculino,Solteiro(a),Ensino fundamental,Preta,Preta,Não se aplica,1
10195494,Inquérito,Instaurado e Remetido,Elucidado,13/5/2021,23/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),30,Masculino,Masculino,Amigado(a),Ensino fundamental,Mulato,,Não se aplica,1
10333008,Inquérito,Instaurado e Remetido,Elucidado,22/9/2021,23/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),47,Masculino,,Amigado(a),Outros,Branca,Branca,Não se aplica,1
10342157,Inquérito,Instaurado e Remetido,Elucidado,29/9/2021,23/10/2023,VIAS DE FATO,Consumado,Suspeito(a),26,Masculino,Masculino,Solteiro(a),Ensino fundamental,Preta,Preta,Não se aplica,1
10342700,Inquérito,Instaurado e Remetido,Elucidado,30/9/2021,23/10/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),26,Masculino,Masculino,Solteiro(a),Ensino fundamental,Parda,,Não se aplica,1
10382375,Inquérito,Instaurado e Remetido,Elucidado,8/11/2021,23/10/2023,VIAS DE FATO,Consumado,Suspeito(a),41,Masculino,,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10457663,Inquérito,Instaurado e Remetido,Elucidado,13/1/2022,23/10/2023,VIAS DE FATO,Consumado,Suspeito(a),53,Masculino,,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
